"","ST","AREA","CARRIER","PLANNAME","METAL","PREMI27","PREMI50","actively_marketed","AB_CopayInnTier1","AB_CopayInnTier1A","AB_CoinsInnTier1","AB_CoinsInnTier1A","ER_CopayInnTier1","ER_CopayInnTier1A","ER_CoinsInnTier1","ER_CoinsInnTier1A","OM_CopayInnTier1","OM_CopayInnTier1A","OM_CoinsInnTier1","OM_CoinsInnTier1A","SD_CopayInnTier1","SD_CopayInnTier1A","SD_CoinsInnTier1","SD_CoinsInnTier1A","DEHBDedInnTier1IndividualA","MEHBDedInnTier1IndividualA","TEHBDedInnTier1IndividualA","Med_Deductible_Amount"
"14070","SC","SC15","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",212.62,362.34,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14071","SC","SC17","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",220.43,375.66,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14072","SC","SC16","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",212.73,362.53,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14073","SC","SC12","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",217.33,370.37,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14074","SC","SC14","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",205.98,351.03,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14075","SC","SC13","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",212.4,361.98,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14076","SC","SC11","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",209.09,356.32,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14077","SC","SC10","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",198.7,338.63,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14078","SC","SC01","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",207.59,353.77,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14079","SC","SC09","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",206.73,352.31,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14080","SC","SC08","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",204.59,348.66,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14081","SC","SC07","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",207.37,353.4,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14082","SC","SC06","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",235.53,401.39,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14083","SC","SC05","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",211.87,361.07,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14084","SC","SC46","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",235.74,401.75,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14085","SC","SC45","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",223.86,381.5,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14086","SC","SC44","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",204.8,349.02,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14087","SC","SC41","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",207.59,353.77,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14088","SC","SC42","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",202.02,344.28,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14089","SC","SC04","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",235.31,401.02,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14090","SC","SC39","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",223,380.04,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14091","SC","SC40","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",232.85,396.83,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14092","SC","SC43","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",231.35,394.27,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14093","SC","SC37","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",227.07,386.97,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14094","SC","SC36","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",209.62,357.23,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14095","SC","SC38","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",202.55,345.19,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14096","SC","SC35","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",223,380.04,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14097","SC","SC33","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",218.93,373.11,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14098","SC","SC32","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",231.57,394.64,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14099","SC","SC31","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",212.73,362.53,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14100","SC","SC30","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",206.84,352.49,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14101","SC","SC03","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",213.58,363.99,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14102","SC","SC29","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",235.53,401.39,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14103","SC","SC28","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",217.86,371.28,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14104","SC","SC27","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",189.28,322.57,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14105","SC","SC26","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",204.48,348.48,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14106","SC","SC34","BlueCross BlueShield of South Carolina","BlueEssentials Catastrophic 1","Catastrophic",220.43,375.66,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14107","SC","SC18","BlueCross BlueShield of South Carolina","BlueEssentials Silver 34","Silver",424.84,724.01,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6800,6800
"14108","SC","SC08","BlueCross BlueShield of South Carolina","BlueEssentials Silver 34","Silver",424.84,724.01,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6800,6800
"14109","SC","SC15","BlueCross BlueShield of South Carolina","BlueEssentials Silver 34","Silver",441.51,752.42,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6800,6800
"14110","SC","SC10","BlueCross BlueShield of South Carolina","BlueEssentials Silver 34","Silver",412.61,703.17,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6800,6800
"14111","SC","SC08","BlueCross BlueShield of South Carolina","BlueEssentials Silver 30","Silver",422.43,719.9,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6900,6900
"14112","SC","SC18","BlueCross BlueShield of South Carolina","BlueEssentials Silver 30","Silver",422.43,719.9,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6900,6900
"14113","SC","SC15","BlueCross BlueShield of South Carolina","BlueEssentials Silver 30","Silver",439,748.15,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6900,6900
"14114","SC","SC10","BlueCross BlueShield of South Carolina","BlueEssentials Silver 30","Silver",410.27,699.18,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6900,6900
"14115","SC","SC10","Ambetter","Ambetter Balanced Care 5 (2019)","Silver",420.88,717.26,TRUE,2,0,0,NA,2,0,0,NA,3,40,0,NA,2,0,0,NA,NA,NA,7350,7350
"14116","SC","SC10","Ambetter","Ambetter Essential Care 1 (2019)","Bronze",392.68,669.2,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"14117","SC","SC10","Ambetter","Ambetter Balanced Care 3 (2019)","Silver",476.43,811.94,TRUE,0,NA,4,30,4,600,0,NA,3,30,0,NA,0,NA,4,30,NA,NA,3000,3000
"14118","SC","SC09","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",458.45,781.28,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14119","SC","SC08","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",453.7,773.19,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14120","SC","SC06","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",522.31,890.12,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14121","SC","SC07","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",459.87,783.71,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14122","SC","SC05","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",469.84,800.7,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14123","SC","SC46","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",522.79,890.93,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14124","SC","SC44","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",454.17,774,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14125","SC","SC45","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",496.43,846.02,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14126","SC","SC43","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",513.05,874.34,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14127","SC","SC41","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",460.35,784.52,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14128","SC","SC39","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",494.53,842.78,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14129","SC","SC40","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",516.38,880.01,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14130","SC","SC04","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",521.84,889.31,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14131","SC","SC38","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",449.19,765.5,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14132","SC","SC42","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",448,763.48,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14133","SC","SC37","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",503.55,858.16,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14134","SC","SC34","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",488.84,833.07,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14135","SC","SC35","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",494.53,842.78,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14136","SC","SC36","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",464.86,792.21,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14137","SC","SC32","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",513.53,875.15,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14138","SC","SC33","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",485.51,827.41,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14139","SC","SC03","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",473.64,807.18,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14140","SC","SC31","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",471.74,803.94,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14141","SC","SC30","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",458.68,781.69,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14142","SC","SC27","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",419.75,715.33,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14143","SC","SC28","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",483.14,823.36,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14144","SC","SC23","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",458.68,781.69,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14145","SC","SC25","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",429.01,731.11,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14146","SC","SC02","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",515.66,878.79,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14147","SC","SC24","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",499.04,850.47,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14148","SC","SC29","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",522.31,890.12,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14149","SC","SC20","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",464.86,792.21,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14150","SC","SC22","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",478.86,816.08,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14151","SC","SC21","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",471.74,803.94,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14152","SC","SC19","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",504.27,859.37,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14153","SC","SC18","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",453.7,773.19,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14154","SC","SC17","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",488.84,833.07,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14155","SC","SC16","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",471.74,803.94,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14156","SC","SC14","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",456.78,778.45,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14157","SC","SC12","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",481.95,821.34,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14158","SC","SC15","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",471.5,803.54,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14159","SC","SC11","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",463.67,790.18,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14160","SC","SC13","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",471.03,802.73,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14161","SC","SC01","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",460.35,784.52,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14162","SC","SC10","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",440.64,750.94,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14163","SC","SC26","BlueCross BlueShield of South Carolina","BlueEssentials Gold 1","Gold",453.46,772.79,TRUE,4,0,0,NA,4,300,0,NA,4,0,0,NA,0,NA,3,30,0,2000,NA,2000
"14164","SC","SC21","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",312.45,532.48,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14165","SC","SC02","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",341.54,582.05,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14166","SC","SC18","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",300.5,512.11,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14167","SC","SC19","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",333.99,569.19,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14168","SC","SC20","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",307.89,524.71,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14169","SC","SC16","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",312.45,532.48,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14170","SC","SC15","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",312.29,532.21,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14171","SC","SC14","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",302.54,515.59,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14172","SC","SC12","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",319.21,544,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14173","SC","SC10","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",291.85,497.37,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14174","SC","SC11","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",307.1,523.37,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14175","SC","SC01","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",304.9,519.61,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14176","SC","SC13","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",311.98,531.67,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14177","SC","SC09","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",303.64,517.47,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14178","SC","SC08","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",300.5,512.11,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14179","SC","SC07","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",304.59,519.08,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14180","SC","SC17","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",323.77,551.77,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14181","SC","SC05","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",311.19,530.33,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14182","SC","SC06","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",345.94,589.56,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14183","SC","SC45","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",328.8,560.35,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14184","SC","SC44","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",300.81,512.65,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14185","SC","SC42","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",296.73,505.68,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14186","SC","SC46","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",346.26,590.09,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14187","SC","SC43","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",339.81,579.11,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14188","SC","SC40","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",342.01,582.86,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14189","SC","SC39","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",327.55,558.2,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14190","SC","SC04","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",345.63,589.02,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14191","SC","SC37","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",333.52,568.39,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14192","SC","SC38","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",297.51,507.02,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14193","SC","SC36","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",307.89,524.71,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14194","SC","SC34","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",323.77,551.77,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
"14195","SC","SC33","BlueCross BlueShield of South Carolina","BlueEssentials HD Bronze 2","Bronze",321.57,548.02,TRUE,4,0,0,NA,4,0,0,NA,4,0,0,NA,4,0,0,NA,NA,NA,6300,6300
